"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1987",32434,
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1988",32249,
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1989",31653,
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1990",30430,
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1991",22198,
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1992",19807,
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1993",17022,
"BGR","PASSTRANSP","ROAD","MLN_PKM","A","1994",15587,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1976",5041,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1977",5264,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1978",5452,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1979",5734,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1980",6134,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1981",6419,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1982",6852,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1983",7155,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1984",7570,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1985",8169,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1986",8505,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1987",9031,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1988",9150,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1989",8545,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1990",8335,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1991",7110,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1992",2147,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1993",954,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1994",1135,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1995",1607,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1996",1615,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1997",3400,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1998",3910,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","1999",4310,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2000",4510,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2001",4764,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2002",4920,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2003",5150,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2004",5200,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2005",5252,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2006",5269,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2007",5416,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2008",5568,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2009",5724,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2010",5885,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2011",6049,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2012",6219,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2013",6393,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2014",6572,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2015",6756,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2016",6945.2,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2017",7139.7,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2018",7339.6,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2019",7545.1,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2020",5855.8,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2021",5211.6,
"GEO","PASSTRANSP","ROAD","MLN_PKM","A","2022",7551.2,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1990",768000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1991",886222,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1992",1004444,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1993",1122667,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1994",1240889,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1995",1359111,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1996",1477333,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1997",1595556,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1998",1713778,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","1999",1832000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2000",2076000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2001",2413000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2002",2815000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2003",3070000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2004",3469000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2005",4252000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2006",4657000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2007",5482000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2008",6182000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2009",7192000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2010",8409000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2011",9478000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2012",10393000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2013",11756000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2014",13403000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2015",15415000,
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2016",17496000,"E"
"IND","PASSTRANSP","ROAD","MLN_PKM","A","2017",19718000,"E"
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2002",18542,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2003",21976,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2004",28939,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2005",38060,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2006",42755,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2007",42289,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2008",40943,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2009",38437,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2010",34917,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2011",32308,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2012",36578,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2013",35846,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2014",27038,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2015",27322,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2016",28215,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2017",33835,
"LTU","PASSTRANSP","ROAD","MLN_PKM","A","2018",32702,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1970",1034,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1971",1219,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1972",1333,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1973",1447,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1974",1548,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1975",1582,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1976",1582,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1977",1639,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1978",1739,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1979",1875,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1980",2190,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1981",2056,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1982",1996,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1983",2172,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1984",2315,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1985",2209,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1986",2120,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1987",2427,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1988",1744,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1989",1631,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1990",1492,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1991",1190,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1992",1326,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1993",1158,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1994",1033,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1995",971,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1996",888,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1997",877,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1998",864,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","1999",889,
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2000",6519,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2001",6337,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2002",6591,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2003",6784,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2004",6022,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2005",5722,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2006",5387,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2007",5518,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2008",6000,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2009",6009,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2010",6667,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2011",7530,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2012",7110,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2013",7944,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2014",9243,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2015",9263,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2016",9261,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2017",11499,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2018",11698,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2019",11731,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2020",10352.105778,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2021",11441.479629,"E"
"MKD","PASSTRANSP","ROAD","MLN_PKM","A","2022",11948.959531,"E"
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1990",19828,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1991",18160,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1992",17556,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1993",17873,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1994",19231,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1995",20451,"B"
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1996",22095,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1997",23389,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1998",22856,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","1999",24212,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2000",23827,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2001",24194,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2002",24626,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2003",24777,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2004",25260,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2005",25571,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2006",26139,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2007",27590,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2008",28024,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2009",28971,
"SVN","PASSTRANSP","ROAD","MLN_PKM","A","2010",28819,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1970",9859,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1971",11486,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1972",12697,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1973",14893,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1974",16575,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1975",18349,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1976",19819,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1977",21015,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1978",22227,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1979",22811,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1980",23511,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1981",23991,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1982",24464,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1983",26020,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1984",26597,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1985",25041,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1986",25471,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1987",26569,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1988",23946,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1989",24936,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1990",23264,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1991",20985,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1992",18547,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1993",9991,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1994",11881,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1995",12896,
"SRB","PASSTRANSP","ROAD","MLN_PKM","A","1996",16697,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2001",134,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2002",121,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2003",99,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2004",101,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2005",85,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2006",115,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2007",141,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2008",123,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2009",102,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2010",81,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2011",80,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2012",111,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2013",109,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2014",108,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2015",110,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2016",114,
"MNE","PASSTRANSP","ROAD","MLN_PKM","A","2017",114,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2011",28387,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2012",29396,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2013",29652,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2014",29705,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2015",29770,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2016",29983,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2017",30339,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2018",29437,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2019",29394,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2020",22291,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2021",25529,
"HRV","PASSTRANSP","ROAD","MLN_PKM","A","2022",27045,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","1990",31427.82,"B"
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","1998",42976.11,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2005",48622.88,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2006",48507.64,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2007",48367.23,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2008",48817.44,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2009",48028.54,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2010",46994.78,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2011",47782.34,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2012",47903.12,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2013",48988.48,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2017",47652.988000046,"B"
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2018",50043.464372811,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2019",51118.94428099,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2020",54630.008565368,
"NZL","PASSTRANSP","ROAD","MLN_PKM","A","2021",53658,"P"
"BIH","PASSTRANSP","ROAD","MLN_PKM","A","1992",,"B"
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1991",258642,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1992",216064,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1993",202328,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1994",195213,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1995",189246,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1996",181865,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1997",179715,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1998",171912,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","1999",172113,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2000",173596,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2001",171916,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2002",170435,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2003",165795,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2004",168462,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2005",142007,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2006",135711,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2007",149674,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2008",151897,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2009",141300,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2010",140628,"B"
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2011",138567,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2012",133306,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2013",126379,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2014",127353,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2015",126622,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2016",124427,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2017",123442,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2018",122539,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2019",121942,
"RUS","PASSTRANSP","ROAD","MLN_PKM","A","2020",88220.2,
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2014",1939.6382437894,"P"
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2015",1953.8873719776,"P"
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2016",1968.1365001658,"P"
"MLT","PASSTRANSP","ROAD","MLN_PKM","A","2017",1982.385628354,"P"
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1994",25901.605117609,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1995",22854.82871487,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1996",22203.494902637,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1997",22777.991988776,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1998",24990.064917353,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","1999",26139.841151435,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2000",25464.117582981,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2001",25286.633953817,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2002",24807.918815452,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2003",28189.802854194,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2004",30231.20386274,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2005",32980.546529808,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2006",36054.702001354,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2007",36459.644967842,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2008",37328.292253227,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2009",38027.884634981,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2010",43970.071924153,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2011",43220.012559096,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2012",44054.443650011,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2013",42920.528858953,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2014",43361.325634848,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2015",44538.459082498,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2016",46838.665001874,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2017",48784.351366258,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2007",104434.5,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2008",107297.8,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2009",110630.6,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2010",126145.2,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2011",163981.7,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2012",183385,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2013",203428.7,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2014",215238.5,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2015",221237.5,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2016",235716,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2017",240485.2,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2018",246812.6,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2019",260580.8,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2020",91298.4,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1991",21800,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1992",21200,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1993",17500,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1994",17300,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1995",19800,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1996",19405.7,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1997",20837.8,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1998",22025.9,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1999",22434.1,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2000",23300,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2001",24300,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2002",25800,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2003",29000,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2004",32500,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2005",38600,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2006",42200,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2007",48400,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2008",55900,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2009",62121,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2010",74512.091851514,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2011",82544.148303156,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2012",89326.44744633,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2013",95469.328930278,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2014",101862.99643145,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2015",109112.93652923,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2016",114910.2671,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2017",117659.567,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2018",121599.4893,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2019",124141.2,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2020",113200,
